OID_,VALUE,ZONE_CODE,COUNT,AREA,MEDIAN
230,1:109:12,230,1327,132700,-0.927878847339524
231,1:109:45,231,81,8100,2.509844647363912
232,1:109:33,232,1121,112100,-3.629891636462034
233,1:109:9,233,429,42900,-2.426468463433709
234,1:109:13,234,162,16200,-4.199871446903748
235,1:109:17,235,712,71200,-0.550878245259943
236,1:44:14,236,347,34700,3.974943533981434
237,1:44:25,237,101,10100,4.067651430698451
238,1:46:9,238,154,15400,7.423389791267
239,1:46:16,239,216,21600,6.813513093700373
240,1:46:33,240,141,14100,4.651480938312806
241,1:46:10,241,39,3900,7.780650616342366
242,1:47:13,242,1313,131300,-0.494706210274544
243,1:67:39,243,57,5700,0.233320440127908
244,1:67:40,244,413,41300,2.200040134133919
245,1:67:35,245,93,9300,-2.676069792226281
246,1:67:41,246,86,8600,5.655709900967882
247,1:126:12,247,92,9200,0.074548244308262
248,1:126:9,248,138,13800,4.606879137603105
249,1:126:6,249,413,41300,-2.599181333463084
250,1:126:7,250,298,29800,-0.154590184453192
251,1:154:36,251,407,40700,1.803361307858453
252,1:154:29,252,171,17100,1.199059346423061
253,1:154:30,253,524,52400,0.793897850868476
254,1:154:44,254,249,24900,-0.450641592168171
255,1:154:37,255,31,3100,3.324462117614619
256,1:154:45,256,29,2900,4.664976829016417
257,1:154:38,257,634,63400,4.539787481708259
258,1:154:47,258,42,4200,5.664093923292727
259,1:154:31,259,49,4900,-7.471926490801355
260,1:154:5,260,1501,150100,0.846056114194518
261,1:154:33,261,338,33800,5.211589692513764
262,1:154:40,262,57,5700,3.838908562096574
263,1:154:23,263,95,9500,3.80594713883082
264,1:154:16,264,44,4400,6.009111886721465
265,1:154:24,265,172,17200,0.45070490771627
266,1:154:22,266,77,7700,6.949187090147219
267,1:154:34,267,25,2500,-1.904532045855777
268,1:154:25,268,20,2000,-3.418972333986759
269,1:154:41,269,31,3100,4.559694488980518
270,1:127:13,270,181,18100,-1.100796428175085
271,1:127:15,271,107,10700,0.38183596201675
272,1:127:14,272,96,9600,0.875282707698412
273,1:127:10,273,360,36000,0.144169295683752
274,1:155:14,274,60,6000,1.222266553561473
275,1:155:27,275,1877,187700,3.974922960898174
276,1:155:22,276,43,4300,-2.453053976039822
277,1:155:23,277,320,32000,2.028031461268005
278,1:155:15,278,602,60200,4.735288155577632
279,1:155:19,279,41,4100,0.118814684232768
280,1:155:16,280,761,76100,3.082393256028816
281,1:155:7,281,627,62700,1.216995041812192
282,1:155:20,282,67,6700,5.474174429782716
283,1:139:15,283,192,19200,4.580149532409099
284,1:139:17,284,358,35800,3.635493179771166
285,1:139:3,285,84,8400,2.369487261895315
286,1:139:20,286,215,21500,-1.046022146507104
287,1:139:10,287,115,11500,5.263364621859187
288,1:139:6,288,142,14200,1.305937498259027
289,1:139:13,289,353,35300,6.062964778727117
290,1:139:16,290,263,26300,5.269703446326879
291,1:159:26,291,99,9900,-7.213621073102939
292,1:159:15,292,105,10500,-9.465672765087884
293,1:159:25,293,40,4000,-4.190403994287158
294,1:159:5,294,56,5600,-0.625766930419847
295,1:159:6,295,550,55000,-1.515382138996379
296,1:159:4,296,396,39600,-0.158403081084876
297,1:159:23,297,614,61400,-4.146786652860514
298,1:159:21,298,114,11400,-3.684826737777402
299,1:159:18,299,45,4500,-0.924284515630833
300,1:159:16,300,280,28000,0.04300990502749
301,1:159:8,301,188,18800,0.486563956233771
302,1:159:7,302,80,8000,3.786706956776324
303,1:159:9,303,304,30400,-1.779026537528491
304,1:159:1,304,101,10100,2.292437977778436
305,1:143:28,305,72,7200,0.319390705507584
306,1:143:27,306,78,7800,-4.436934971455077
307,1:143:12,307,207,20700,1.233407717746701
308,1:143:25,308,89,8900,1.239096347445416
309,1:143:9,309,217,21700,-2.057916933835664
310,1:143:26,310,214,21400,-0.915276779554587
311,1:143:8,311,150,15000,-2.032485086114516
312,1:143:23,312,511,51100,2.062113706183125
313,1:159:22,313,23,2300,-5.903975756099654
314,1:159:19,314,121,12100,-0.947670314932001
315,1:159:17,315,245,24500,0.821600180088682
316,1:159:10,316,231,23100,-1.868819927595828
317,1:159:3,317,49,4900,-4.798104519636714
318,1:159:2,318,584,58400,-0.240292356771271
319,1:159:20,319,39,3900,2.194394743753321
320,1:159:14,320,910,91000,-2.777340995385978
321,1:159:11,321,67,6700,-2.54553121705933
322,1:159:13,322,120,12000,2.181935337319944
323,1:181:1,323,128,12800,-9.057453499523643
324,1:181:2,324,1597,159700,-4.92130177462703
325,1:181:3,325,147,14700,-18.655553269526237
326,1:181:4,326,143,14300,-15.512861403351137
327,1:181:5,327,287,28700,-12.552015506822201
328,1:181:6,328,128,12800,-3.365341266674069
329,1:181:10,329,99,9900,-2.116760263665546
330,1:181:7,330,687,68700,-5.801510112029421
331,1:181:11,331,160,16000,-5.937074725033705
332,1:181:13,332,477,47700,-5.443726593177306
333,1:92:22,333,951,95100,-2.850856161491043
334,1:92:26,334,574,57400,4.017822996265712
335,1:92:25,335,227,22700,0.672922084795157
336,1:92:19,336,281,28100,5.925886616002686
337,1:92:18,337,291,29100,1.47121454757398
338,1:92:2,338,616,61600,2.380975618088256
339,1:92:1,339,92,9200,-2.523386175547791
340,1:92:10,340,227,22700,1.695148962542415
341,1:92:13,341,754,75400,3.536450978282248
342,1:92:27,342,243,24300,2.927623730104403
343,1:92:11,343,89,8900,-6.357099899695434
344,1:92:29,344,1148,114800,4.253973557961137
345,1:92:12,345,90,9000,3.548378042169621
346,1:92:4,346,73,7300,0.377757732567311
347,1:92:21,347,985,98500,1.034802749887564
348,1:92:14,348,486,48600,2.577568532078441
349,1:92:35,349,536,53600,-0.626384847839553
350,1:92:6,350,66,6600,0.185341550834192
351,1:92:30,351,120,12000,-1.679827001565665
352,1:92:7,352,106,10600,2.357912003180886
353,1:92:8,353,782,78200,-0.452509275956632
354,1:92:31,354,806,80600,-0.232671105632436
355,1:92:16,355,175,17500,-4.139185088988164
356,1:92:24,356,460,46000,-0.451766115217934
357,1:92:23,357,415,41500,-1.120143749339425
358,1:92:9,358,145,14500,-1.938673287914459
359,1:92:37,359,363,36300,-1.270480088202085
360,1:92:32,360,250,25000,-0.762425782346343
361,1:92:33,361,251,25100,-4.50261929592414
362,1:92:36,362,181,18100,-6.025183182387514
363,1:92:38,363,102,10200,-4.192094981938542
364,1:91:29,364,258,25800,0.86986434034924
365,1:91:23,365,244,24400,0.380154738895012
366,1:91:22,366,52,5200,4.674605185970657
367,1:91:12,367,2026,202600,0.845888824099234
368,1:91:21,368,84,8400,0.668505619962413
369,1:91:25,369,103,10300,-2.446862253524987
370,1:91:2,370,218,21800,4.337971574616319
371,1:91:24,371,69,6900,0.027245115270299
372,1:91:26,372,692,69200,1.729087232115185
373,1:91:11,373,53,5300,3.034693448170719
374,1:91:3,374,367,36700,-0.935035408628233
375,1:91:13,375,104,10400,-2.385792609410966
376,1:91:4,376,163,16300,0.207997097145652
377,1:91:7,377,195,19500,6.286565514154778
378,1:91:34,378,619,61900,1.172649081581403
379,1:91:27,379,566,56600,-2.912127609506905
380,1:91:15,380,36,3600,1.945219119381867
381,1:91:35,381,203,20300,1.816234259169605
382,1:91:9,382,714,71400,-1.608821524568736
383,1:91:19,383,212,21200,2.10428819726763
384,1:91:28,384,277,27700,-1.322935928604287
385,1:91:16,385,70,7000,2.44005087562602
386,1:91:20,386,546,54600,-0.294729430380086
387,1:156:12,387,199,19900,5.12781154710102
388,1:156:25,388,54,5400,-0.105070365396797
389,1:156:20,389,710,71000,4.606779448812292
390,1:156:28,390,220,22000,3.6266269159643
391,1:156:24,391,33,3300,0.758444993477357
392,1:156:4,392,792,79200,2.369998472908866
393,1:140:1,393,128,12800,1.826370798266525
394,1:140:21,394,63,6300,4.905692466647045
395,1:140:13,395,174,17400,3.651697604087768
396,1:140:20,396,255,25500,3.871850416381302
397,1:140:4,397,472,47200,3.58484005223385
398,1:140:16,398,843,84300,2.272222361400742
399,1:125:23,399,108,10800,0.015250099601024
400,1:125:9,400,294,29400,1.365574520053389
401,1:125:13,401,436,43600,0.898473742547516
402,1:125:15,402,110,11000,0.617471739435198
403,1:125:22,403,114,11400,-1.616806321178129
404,1:125:16,404,172,17200,-3.346374515624992
405,1:125:21,405,155,15500,0.822466696559832
406,1:125:14,406,179,17900,-1.860363601589807
407,1:125:10,407,694,69400,2.923533059290916
408,1:125:5,408,632,63200,3.518370343101688
409,1:140:12,409,141,14100,0.473072795720562
410,1:140:9,410,185,18500,3.928740302234715
411,1:156:6,411,52,5200,2.097140088923897
412,1:156:8,412,574,57400,2.943741574281638
413,1:156:9,413,295,29500,4.499542000361732
414,1:156:30,414,183,18300,2.574917401027479
415,1:156:13,415,296,29600,0.983882282203013
416,1:156:2,416,215,21500,2.819085907365809
417,1:156:14,417,291,29100,-0.193517942748154
418,1:156:10,418,277,27700,-1.330904402065045
419,1:156:32,419,406,40600,3.99641263773652
420,1:156:23,420,196,19600,3.390589877225275
421,1:156:27,421,58,5800,1.095225012085632
422,1:156:3,422,56,5600,2.985355457801208
423,1:156:22,423,97,9700,2.360506504232645
424,1:156:19,424,94,9400,-0.326744822103142
425,1:156:5,425,45,4500,1.161857620820718
426,1:195:27,426,214,21400,-8.392715917437874
427,1:195:23,427,480,48000,-4.618461327760574
428,1:195:8,428,622,62200,-5.700663725932014
429,1:195:21,429,240,24000,-0.203960988156558
430,1:195:28,430,385,38500,-3.198968725546697
431,1:195:12,431,127,12700,-9.404240569466207
432,1:195:31,432,1246,124600,-4.126883605514454
433,1:107:8,433,508,50800,-1.00034460156861
434,1:193:31,434,930,93000,-6.98185578408386
435,1:193:22,435,403,40300,-3.844948785122505
436,1:193:10,436,334,33400,-1.176651596009523
437,1:193:19,437,825,82500,-2.833368819903918
438,1:193:17,438,607,60700,-0.61134267400217
439,1:155:25,439,258,25800,4.335948550605115
440,1:126:8,440,2993,299300,1.645153646370098
441,1:110:53,441,448,44800,1.323682123525906
442,1:110:46,442,555,55500,-1.483919848543515
443,1:178:39,443,117,11700,0.408771272578952
444,1:139:19,444,842,84200,3.341215146694766
445,1:126:1,445,351,35100,0.883610585284089
446,1:126:5,446,1537,153700,0.025883232480962
447,1:180:12,447,409,40900,-2.127995074095713
448,1:180:1,448,1349,134900,0.68278832097406
449,1:180:13,449,220,22000,-2.352551610731532
450,1:180:24,450,138,13800,1.51068962196659
451,1:180:4,451,196,19600,-5.024649564623916
452,1:180:22,452,523,52300,-8.882997568676856
453,1:180:19,453,338,33800,-15.182371721685723
454,1:180:21,454,420,42000,-9.851671666549459
455,1:180:20,455,632,63200,-1.6171184340437
456,1:180:18,456,423,42300,-15.671445860886168
457,1:180:17,457,127,12700,-4.418333949180338
458,1:180:16,458,496,49600,-11.60806919159257
459,1:180:10,459,47,4700,-13.367462075458697
460,1:180:9,460,144,14400,-6.599861992678753
461,1:180:7,461,134,13400,-4.172013827797107
462,1:180:6,462,73,7300,-3.47890859572345
463,1:180:3,463,126,12600,-6.343951630641168
464,1:180:5,464,225,22500,-1.039167116964298
465,1:180:2,465,55,5500,-7.388542957851795
466,1:180:8,466,821,82100,-0.301858072522126
467,1:180:11,467,275,27500,-2.149574482692281
468,1:179:21,468,394,39400,-0.784313437374023
469,1:179:22,469,817,81700,-0.21975840667505
470,1:179:9,470,1225,122500,-0.824529242201326
471,1:179:2,471,1302,130200,-0.303459188702955
472,1:179:3,472,490,49000,3.502535454338158
473,1:179:4,473,423,42300,2.540935970555971
474,1:179:17,474,434,43400,2.068873790763231
475,1:179:18,475,206,20600,-4.106410022879146
476,1:179:10,476,198,19800,1.962938871892036
477,1:179:28,477,197,19700,-0.479973625036014
478,1:179:20,478,519,51900,-1.917527767066442
479,1:179:33,479,58,5800,-1.383610008100634
480,1:179:32,480,242,24200,-3.652533193457484
481,1:179:8,481,168,16800,0.078571832743746
482,1:179:34,482,572,57200,-5.391215482555999
483,1:179:1,483,2132,213200,2.673293753618294
484,1:179:5,484,479,47900,1.60649779741289
485,1:179:13,485,157,15700,-8.139790320145202
486,1:179:19,486,540,54000,-0.046230467227307
487,1:179:29,487,797,79700,-3.06509656465667
488,1:193:8,488,567,56700,-2.394927295618486
489,2:172:12,489,700,70000,-1.276824112511621
490,2:187:14,490,299,29900,-5.500700938769502
491,2:155:10,491,154,15400,-9.233654932391708
492,2:155:12,492,594,59400,-8.2976580259671735
493,2:142:4,493,920,92000,4.325025787559254
494,2:138:5,494,1709,170900,-0.739168955710494
495,2:138:13,495,685,68500,-1.446464065763132
496,2:138:24,496,798,79800,-1.401832782985117
497,2:138:23,497,140,14000,-1.49750843192681
498,2:138:25,498,617,61700,-0.388802344751035
499,2:138:31,499,660,66000,1.463122029449116
500,2:138:20,500,230,23000,0.188978450683259
501,2:138:17,501,111,11100,1.299184009812898
502,2:138:14,502,183,18300,3.115052696125861
503,2:138:18,503,70,7000,0.596871245558143
504,2:138:4,504,1402,140200,-1.13709423182996
505,2:138:9,505,388,38800,-2.576608881653505
506,2:138:7,506,181,18100,2.142697025226874
507,2:138:11,507,173,17300,-4.644366779529395
508,2:138:15,508,65,6500,-0.865107136917244
509,2:115:8,509,225,22500,4.956314014359602
510,2:115:14,510,160,16000,3.62848602722232
511,2:115:7,511,230,23000,5.120227986529009
512,2:115:23,512,135,13500,-3.839173170975675
513,2:115:24,513,365,36500,-2.662498395684906
514,2:115:29,514,185,18500,-1.702721842475786
515,2:115:25,515,608,60800,5.643730086378403
516,2:115:6,516,165,16500,4.806166929079621
517,2:115:4,517,139,13900,5.963745867265973
518,2:115:3,518,269,26900,3.450512184388985
519,2:115:2,519,136,13600,4.769813259371739
520,2:115:9,520,60,6000,4.772592287514479
521,2:115:1,521,67,6700,3.17379836109358
522,2:137:38,522,358,35800,-1.104350558405177
523,2:137:39,523,119,11900,0.005536169044686
524,2:137:16,524,277,27700,0.203104755102347
525,2:137:17,525,238,23800,0.338008925000394
526,2:137:19,526,129,12900,-3.692550705273449
527,2:137:32,527,169,16900,-3.950707345359524
528,2:137:28,528,71,7100,2.348442082895459
529,2:137:8,529,43,4300,-0.368414510046183
530,2:137:25,530,148,14800,-1.040490332012132
531,2:137:26,531,137,13700,-1.822214062108566
532,2:137:7,532,136,13600,-3.366014075527103
533,2:137:24,533,311,31100,-0.573049390924453
534,2:137:3,534,339,33900,-3.906528718517797
535,2:137:18,535,307,30700,-0.455397879364713
536,2:137:15,536,166,16600,1.674571914856503
537,2:137:6,537,127,12700,-9.82574626067225
538,2:137:22,538,132,13200,1.004959996863871
539,2:137:35,539,63,6300,-2.351282815007537
540,2:137:29,540,230,23000,-2.647811466048705
541,2:137:14,541,155,15500,-4.019423408956202
542,2:137:13,542,79,7900,-4.656789763471626
543,2:137:5,543,288,28800,-4.756554560195446
544,2:137:2,544,133,13300,-3.189841150985405
545,2:137:1,545,444,44400,-4.348387606935894
546,2:137:37,546,357,35700,-1.585348707914105
547,2:137:36,547,212,21200,-1.805307732906073
548,2:137:33,548,863,86300,0.809956760166338
549,2:137:9,549,225,22500,2.256014461139997
550,2:114:7,550,705,70500,4.692381155009909
551,2:114:9,551,81,8100,4.541890679684809
552,2:114:4,552,314,31400,6.211065367367963
553,2:91:27,553,72,7200,4.367605965680714
554,2:91:26,554,521,52100,4.368659457936531
555,2:91:22,555,605,60500,3.193224951544011
556,2:91:9,556,256,25600,3.138275098141347
557,2:91:14,557,113,11300,1.927102012264736
558,2:91:7,558,484,48400,2.560875251391064
559,2:91:6,559,133,13300,1.676231025502586
560,2:91:5,560,308,30800,0.185380223391672
561,2:91:12,561,139,13900,5.916905766264479
562,2:171:4,562,68,6800,-4.845579897350838
563,2:171:16,563,110,11000,-4.446075905944529
564,2:171:20,564,212,21200,-3.185752362407908
565,2:171:3,565,129,12900,-3.019932135193211
566,2:171:8,566,65,6500,-5.805366538585747
567,2:171:15,567,43,4300,1.710359148904439
568,2:171:13,568,4154,415400,-3.406443256306548
569,2:171:12,569,110,11000,-1.756599932363903
570,2:171:7,570,422,42200,1.747788755518795
571,2:171:6,571,124,12400,-4.518307935481717
572,2:171:19,572,154,15400,-4.61205722584997
573,2:171:5,573,72,7200,3.700632601384387
574,2:171:22,574,238,23800,0.60999320478919306
575,2:171:21,575,409,40900,-1.608332906401854
576,2:171:18,576,226,22600,-2.579370168299869
577,2:171:17,577,1602,160200,-1.559406885278601
578,2:171:10,578,958,95800,-0.34785092437196
579,2:157:1,579,456,45600,4.122983698620333
580,2:151:9,580,120,12000,-1.739873740034704
581,2:151:17,581,617,61700,-1.013089524272544
582,2:151:11,582,224,22400,0.747194558673035
583,2:151:2,583,427,42700,-0.653602330721791
584,2:151:35,584,42,4200,-3.277505574587156
585,2:151:25,585,489,48900,-0.049857562756162
586,2:151:34,586,334,33400,-0.428633641072588
587,2:151:23,587,126,12600,-0.661824102163025
588,2:151:15,588,445,44500,-1.285403634345
589,2:151:8,589,265,26500,-2.04846917777308
590,2:151:6,590,360,36000,-0.210716465078238
591,2:151:5,591,20,2000,1.944726135014407
592,2:151:29,592,106,10600,-7.169261293570543
593,2:151:32,593,41,4100,0.789696792794404
594,2:151:13,594,120,12000,-4.651991115769393
595,2:151:12,595,232,23200,-1.715028144955455
