ID,TrSP,A,GS,RS,D,H,SI,Stem,Branches,Foliage,Tree_roots,GFF,Understory,Snags,Logs,Coarse_branches,Fine_litter
6:94:29,ALGL,50,270,0.8,22,20,1,60.6007530303331,4.64659482147698,1.03288880285617,14.7632527625255,1.26370006927699,0.629290975039289,2.22314481210019,2.17353235058968,1.25949876356126,2.65795353336137
1:212:13,ALGL,70,140,0.4,28,23,1,32.0327436907451,3.24474763642139,0.62343842507391,6.8456871458979,1.22604101389777,1.65773700087122,3.66720055743324,2.35299060044736,2.00573768843621,2.56459626183391
6:22:26,ALGL,65,260,0.8,26,23,0,59.1857507860045,3.50639715172078,0.603559529798995,12.1431114307189,1.32179398736865,0.765923251194855,2.87172966246303,2.49627352918296,1.59639322004218,2.78103110708064
2:129:35,ALGL,75,320,0.7,28,25,1,72.8149593854094,5.38739864981802,0.890801457593275,16.9388847896106,1.62869996071596,0.935742052617672,3.4258897524131,2.55214403899084,1.82640162719631,2.76293633622604
6:118:17,ALGL,70,280,0.7,30,25,1,63.5849480132882,4.77336731491515,0.838541550740168,14.9870689705409,1.57565675135776,0.882320586690925,3.56748203731597,2.7785605981751,1.99434089699663,2.85006213644795
3:286:13,ALGL,65,340,0.9,30,24,4,75.7016902377457,7.78018748203927,1.62329679938087,20.6124401639408,1.52934122073714,0.87985961474058,3.16720658919833,2.99260562819131,1.88662317393036,2.99679559797773
3:374:25,ALGL,45,120,0.4,26,20,3,26.8297536915487,4.11696788949756,1.20552647775141,7.5752428822437,1.12750320184515,1.18487822296721,2.99815231991193,2.29733866214457,1.78155254228665,2.55579040413008
2:77:14,ALGL,70,200,0.5,28,23,1,45.6238597716695,4.08453792321281,0.755362192850679,10.6293746755955,1.47436535690831,1.19297787324861,3.43740542615256,2.46973106874723,1.92119081915633,2.66078116147001
1:128:34,ALGL,55,240,0.7,24,21,1,54.1165093156581,4.31289865331663,0.914202510942579,13.4609062755682,1.40599603326242,0.713151863669492,2.56987033202945,2.29574750462605,1.45618034844695,2.67577169555212
2:93:33,ALGL,65,260,0.75,26,22,1,58.8605473860287,4.34290318276856,0.803711696810384,13.8182951968959,1.48339656444613,0.805913393664061,2.78264022301288,2.51486700638291,1.60409073944623,2.77787315284151
2:124:8,ALGL,60,250,0.7,26,22,1,56.5161509739212,4.40142112974904,0.875297485779586,13.7690714476867,1.4645526391483,0.771026343453788,2.83887580427948,2.47749623829812,1.6255930495447,2.74642964757219
2:129:43,ALGL,50,200,0.7,22,19,1,44.9701256403692,3.68205346487019,0.833151904451607,11.4606045829459,1.34500606900543,0.653801061731076,2.18078620593532,2.16430806764263,1.28102808539661,2.62872927373916
2:42:22,ALGL,60,300,0.8,26,23,2,67.3336528085484,5.75710679649124,1.18734467542353,17.1942891952273,1.46986678806487,0.767011210502204,2.87172966246303,2.49627352918296,1.59639322004218,2.78103110708064
2:127:5,ALGL,65,320,0.7,28,25,1,72.5109975945386,5.53654481712647,1.03427839304386,17.354228175175,1.52101529063781,0.827416464307969,3.4258897524131,2.55214403899084,1.82640162719631,2.76293633622604
3:372:25,ALGL,45,290,0.8,26,23,2,64.5375290188161,5.98858663903027,1.50285470699714,17.7379433944155,1.28580056402655,0.589902320029522,2.87172966246303,2.49627352918296,1.59639322004218,2.78103110708064
7:50:3,ALGL,60,220,0.7,22,21,1,49.7342128570507,3.87325059417915,0.770261787486035,12.1167828739643,1.4645526391483,0.771026343453788,2.44190815612814,2.0623796460752,1.30327105738964,2.57302616784663
1:3:22,ALGL,80,190,0.5,30,23,2,43.2776095875942,4.42147839856719,0.765346754837723,10.7894989653371,1.67954349330542,1.38023305949045,3.57947365472987,2.68883626114746,2.09784604028175,2.74468562385987
3:277:14,ALGL,55,180,0.7,24,19,2,40.3691160743689,3.77180895200738,0.844010686672616,11.0101473939409,1.50188721862771,0.737069829305811,2.29506492988599,2.40920960163095,1.43132766832055,2.73369912589237
3:184:7,ALGL,75,330,0.8,28,25,2,74.5526226386112,6.05582324200648,1.03844801980554,18.1780420266846,1.63460972039293,0.930869159776141,3.29576106116909,2.62717760958416,1.77993375690126,2.82448679870218
1:177:70,ALGL,45,160,0.7,20,18,2,35.6709081907901,3.53456014841281,0.902907729913983,10.2561530035982,1.36852850149464,0.612878268481202,1.93991163123537,1.97533690825638,1.12394285108985,2.54767548261756
2:241:22,ALGL,75,340,0.8,28,24,2,76.8117930215994,6.23933303721879,1.06991614161783,18.728891785069,1.63460972039293,0.930869159776141,3.14718455792831,2.67938239693073,1.76747993287585,2.84926934360362
4:325:6,ALGL,50,210,0.7,20,20,3,46.7458480452588,5.14983523461929,1.28923149775817,14.147342478552,1.52124100488307,0.695316461163099,2.18518349367794,1.87752646741778,1.14449662857742,2.49087540667844
3:324:23,ALGL,55,240,0.8,24,20,1,54.0194212343188,4.03162563725336,0.839533478384703,12.8444365779211,1.3210031728338,0.686416798485186,2.33964323436318,2.41947765513795,1.40727236900713,2.76409036236628
1:99:9,ALGL,60,250,0.7,28,23,1,56.5161509739212,4.40142112974904,0.875297485779586,13.7690714476867,1.4645526391483,0.771026343453788,3.11783858833164,2.65680358649334,1.80039497327195,2.81267972707593
7:23:16,ALGL,60,230,0.8,20,20,3,51.3819045826911,5.04203250906442,1.0898244195162201,14.2105628076217,1.55631868059081,0.789245270736118,2.10218167846773,1.93272613976445,1.11537799437456,2.54636511566714
3:373:40,ALGL,45,190,0.8,22,19,1,42.511823609203,3.36481173161933,0.799886425279234,10.6561738830837,1.20370589093883,0.570759949987678,2.09795141691111,2.22793917924844,1.24843577599975,2.68728997975391
1:34:5,ALGL,60,230,0.7,24,23,2,51.7152472344465,4.72171665414161,0.991260454613621,13.8149733033987,1.56443747898809,0.796885325988777,2.84810412191749,2.19725774531865,1.47914460877792,2.6241836639792
4:288:18,ALGL,45,220,0.8,18,20,1,49.2242168106562,3.89609779450659,0.926184281902271,12.3387276540969,1.20370589093883,0.570759949987678,1.97610765134878,1.69745039667697,0.975172108918917,2.42845357376809
7:45:10,ALGL,65,270,0.7,24,22,0,61.5725905293734,3.89529699475995,0.682519270890162,13.2153794743348,1.40683772851487,0.795754992043942,2.7085760685394,2.24484360039965,1.46787863120644,2.6492657859853
2:42:8,ALGL,70,270,0.8,24,22,3,60.5912410169456,5.73133082964174,1.09431750559779,16.212173258203,1.67438436201459,0.903169335563263,2.60569375637929,2.31084247357773,1.4305324129223,2.70828398782065
3:62:16,ALGL,60,270,0.7,28,24,2,60.7092032752198,5.54288476790537,1.16365357715512,16.2175773561637,1.56443747898809,0.796885325988777,3.27144690584297,2.60285783022722,1.81362267720638,2.78717882652332
2:170:13,ALGL,45,230,0.8,18,20,2,51.1849368080265,4.74956871371366,1.19191925037704,14.068024071433,1.28580056402655,0.589902320029522,1.97610765134878,1.69745039667697,0.975172108918917,2.42845357376809
3:143:6,ALGL,70,210,0.7,24,20,3,47.2112203930498,4.76870067606549,0.926836796864782,13.2146604571325,1.78211363875757,0.938346637622358,2.4320208996171,2.35037610419086,1.44401134856706,2.70385604291127
2:15:1,ALGL,60,210,0.6,26,22,1,47.5721010856505,4.00925243494881,0.815428497156773,11.7633710174793,1.4727315265325,0.856489019019771,2.96866342833198,2.39599303028399,1.67468281635434,2.67745548066427
2:213:11,ALGL,80,250,0.6,32,25,2,56.8047174516416,5.26621994446736,0.885598512401214,14.5417440135163,1.80495487906602,1.13396338542833,3.87462097192208,2.90953648121825,2.23078003093523,2.86036222424423
2:225:3,ALGL,70,240,0.7,26,21,1,54.5013840113899,4.0914576984987,0.718749900634429,12.8460591176065,1.57565675135776,0.882320586690925,2.69349743965958,2.53367575620001,1.61263785914874,2.77390768177144
3:214:8,ALGL,60,250,0.6,32,24,1,56.6334536733935,4.77291956541525,0.97074821090092,14.0040131160468,1.4727315265325,0.856489019019771,3.69994883255668,2.96735203686435,2.21517172987517,2.88545954645132
3:328:20,ALGL,50,200,0.7,24,20,3,44.5198552811988,4.90460498535171,1.22783952167445,13.4736595033829,1.52124100488307,0.695316461163099,2.4320208996171,2.35037610419086,1.44401134856706,2.70385604291127
3:128:1,ALGL,50,250,0.9,22,19,1,56.0230235248428,4.06377691149914,0.890624686524594,12.7485671058039,1.13691500791578,0.637457621316007,2.02750155205147,2.28561684523802,1.2203763107321,2.74002609537778
1:98:22,ALGL,60,270,0.7,24,23,1,61.0374430518349,4.75353482012896,0.945321284641952,14.8705971635016,1.4645526391483,0.771026343453788,2.84810412191749,2.19725774531865,1.47914460877792,2.6241836639792
3:368:31,ALGL,45,110,0.7,14,13,1,24.6563432810114,2.08395774347803,0.504280066198033,6.46546290699357,1.28115188720105,0.59299032736362,1.08931266693196,1.48909571992585,0.674428036638826,2.32639076084217
2:41:5,ALGL,70,260,0.7,26,22,2,58.7256508175088,5.1684383723169,0.958482474427466,15.1771278204423,1.6831190699149,0.911912199007696,2.83887580427948,2.47749623829812,1.6255930495447,2.74642964757219
1:43:14,ALGL,45,160,0.5,22,21,3,35.665748870989,4.83700196965862,1.36324906305678,10.9780197266886,1.3558695359781,0.852688636225855,2.69219464325529,1.91716207903297,1.39071283107327,2.43407007540566
2:137:31,ALGL,55,200,0.75,22,19,2,44.8129751197804,4.04599308058976,0.896901816068747,11.9888193646174,1.46474158018732,0.717914705746223,2.13758678885477,2.19695467820438,1.26408346131326,2.65882524318935
2:72:18,ALGL,75,250,0.6,28,24,1,57.0047587893624,4.56415447711357,0.771830377024991,13.4593070183919,1.63779553926006,1.03946226935901,3.42101080028428,2.51723055060159,1.86839057519269,2.71718127979833
6:207:6,ALGL,55,170,0.6,22,20,0,38.6578490132995,2.76239700451512,0.561687407605193,8.75226350494577,1.3077150446642,0.761885691397142,2.41657337623603,2.04199372284174,1.33140726269847,2.53473459770888
1:154:2,ALGL,90,160,0.5,36,23,1,36.7664237249976,3.14215110901941,0.458121361776465,8.21314873303652,1.66552250592382,1.46999118650315,3.98380948927984,3.36601193429496,2.64685226157342,2.97936813301367
2:93:20,ALGL,75,320,0.7,28,25,2,72.4233839063611,6.28200508561755,1.09654179960205,18.4732106842957,1.73977991125825,0.967125334915789,3.4258897524131,2.55214403899084,1.82640162719631,2.76293633622604
1:66:22,ALGL,55,220,0.7,24,21,0,49.9241839334186,3.29661827847206,0.655416739576894,11.136437616589,1.30045258447493,0.685862778999784,2.56987033202945,2.29574750462605,1.45618034844695,2.67577169555212
2:61:35,ALGL,55,160,0.6,28,19,1,36.1525542755416,3.11795028003326,0.675930538905653,9.12705981436413,1.4138479075558401,0.792199573091518,2.62728575566178,2.81725122763391,1.79480368973619,2.85647579915611
2:128:26,ALGL,70,310,0.8,28,23,1,70.2713236972833,4.94014234378777,0.852557853489626,15.8329239851709,1.48040785222622,0.849243622862686,2.99941088506889,2.7349141697575,1.75458877224142,2.8753383326069
2:215:25,ALGL,75,270,0.7,26,23,1,61.4376219814391,4.54561761078395,0.751613729844326,14.292184041234,1.62869996071596,0.935742052617672,2.9851160444389,2.42497864779052,1.63806948625219,2.72042761943821
3:62:11,ALGL,60,260,0.7,32,24,1,58.7767970128781,4.577477974939,0.910309385210769,14.3198343055941,1.4645526391483,0.771026343453788,3.5381899873099,3.06829085732621,2.1502386795083,2.95979212445318
2:27:34,ALGL,60,250,0.7,28,22,1,56.5161509739212,4.40142112974904,0.875297485779586,13.7690714476867,1.4645526391483,0.771026343453788,2.96509629719513,2.71434179324897,1.7866821765188,2.8395635069908
2:29:4,ALGL,65,210,0.6,24,23,3,47.2066639025729,5.2482349935551,1.10936664305887,13.6175981576577,1.7299197514834,0.977492942830616,2.9783136458708,2.12497365773498,1.52381191585269,2.55827959751373
3:373:12,ALGL,45,230,0.8,22,20,3,50.9464131447856,5.42561470508704,1.42698687471325,15.1653896378058,1.36142639153257,0.607002361770861,2.22314481210019,2.17353235058968,1.25949876356126,2.65795353336137
1:153:44,ALGL,55,230,0.7,22,21,1,51.861654760839,4.13319454276177,0.876110739653305,12.9000351807529,1.40599603326242,0.713151863669492,2.44190815612814,2.0623796460752,1.30327105738964,2.57302616784663
2:250:5,ALGL,75,170,0.5,32,25,0,39.1070497205278,2.85898673063035,0.466769246697888,8.06423828273979,1.40959715869341,1.21679477680447,4.08499741616475,2.79667162811494,2.31067427164449,2.77559520302205
1:97:22,ALGL,80,230,0.6,28,24,0,52.8790677527988,3.46462009916649,0.517659410710284,11.0715213667627,1.56287250349381,1.05518262706041,3.42101080028428,2.51723055060159,1.86839057519269,2.71718127979833
2:73:6,ALGL,70,270,0.7,26,23,2,60.9843296951053,5.36722446355985,0.995347184982369,15.760863505844,1.6831190699149,0.911912199007696,2.9851160444389,2.42497864779052,1.63806948625219,2.72042761943821
7:296:10,ALGL,105,270,0.65,32,24,2,61.7647659472058,5.28862818679894,0.657873049618211,15.2258364204944,2.075680199948,1.32240961522313,3.61505332048559,3.01934298358952,2.1812141871352,2.92382070684546
6:38:19,ALGL,85,357,0.85,30,25,2,80.8800328537895,6.23782135066294,0.94276843542066,18.7148717323668,1.65542693653397,1.0336133706902,3.37216439217194,2.89812761452329,1.92099159321593,2.94284422947492
2:155:21,ALGL,45,210,0.8,20,19,0,47.287373102423,3.10109044964539,0.691445095753774,10.6298599190847,1.11334769073771,0.548919557506406,1.98380015864985,1.98110522181582,1.10558091220572,2.57446993494784
3:4:7,ALGL,55,220,0.7,22,20,1,49.6068002060199,3.95349043220691,0.838018968364031,12.3391640859375,1.40599603326242,0.713151863669492,2.31092269389296,2.11145512654899,1.29237988902732,2.60003211935666
3:154:7,ALGL,60,260,0.8,24,21,1,58.6713481115832,4.27894996872578,0.835958330265666,13.6640282443968,1.3760200152257,0.742121645028141,2.47225660621173,2.36324296327615,1.41913176146025,2.73538037461664
7:271:27,ALGL,70,340,0.8,28,25,1,77.0717743776656,5.41822063512207,0.935063452214428,17.3651424353488,1.48040785222622,0.849243622862686,3.29576106116909,2.62717760958416,1.77993375690126,2.82448679870218
2:119:14,ALGL,60,220,0.7,24,21,1,49.7342128570507,3.87325059417915,0.770261787486035,12.1167828739643,1.4645526391483,0.771026343453788,2.56987033202945,2.29574750462605,1.45618034844695,2.67577169555212
3:59:11,ALGL,55,200,0.7,20,20,4,44.4619859587017,5.38369633501668,1.31592816092263,14.0910834721857,1.67244234212805,0.777795723412192,2.18518349367794,1.87752646741778,1.14449662857742,2.49087540667844
1:80:13,ALGL,50,150,0.6,20,19,2,33.6158452649665,3.49189933921515,0.853062095174588,9.53397956106536,1.44476119370828,0.750628097772459,2.15640412674566,1.86121196960302,1.16870178724864,2.45512117987293
3:7:31,ALGL,45,130,0.7,16,15,2,28.9826129050169,2.8718301205854,0.733612530555111,8.33312431542353,1.36852850149464,0.612878268481202,1.38490811894883,1.63837534153864,0.819529872185522,2.39595903545416
5:87:16,ALGL,75,280,0.8,26,22,1,63.5987845728323,4.40654400393962,0.715788277356981,14.1427422166805,1.53024458447992,0.900662392804816,2.73104419856159,2.55033514787805,1.5842342126635,2.8076123873805
2:303:15,ALGL,75,300,0.6,28,26,1,68.4057105472349,5.47698537253628,0.926196452429989,16.1511684220703,1.63779553926006,1.03946226935901,3.7448603356274,2.42196386186751,1.89429123676294,2.67103465704302
3:157:11,ALGL,60,270,0.8,24,21,3,60.3178879883765,5.91890772803215,1.27935910117121,16.6819650350341,1.55631868059081,0.789245270736118,2.47225660621173,2.36324296327615,1.41913176146025,2.73538037461664
1:133:15,ALGL,75,310,0.7,32,25,2,70.1601531592873,6.085692426692,1.06227486836449,17.8959228504114,1.73977991125825,0.967125334915789,3.70522559848552,3.00850862097666,2.16538945640208,2.93404826791401
7:307:5,ALGL,75,220,0.7,22,21,1,50.0602845774689,3.70383657174989,0.612426002095377,11.6454832928573,1.62869996071596,0.935742052617672,2.44190815612814,2.0623796460752,1.30327105738964,2.57302616784663
4:222:11,ALGL,70,260,0.8,32,21,1,58.9372392299796,4.14334519156394,0.715048522281622,13.2792265682079,1.48040785222622,0.849243622862686,2.92706646744927,3.36847165284015,2.04795122585841,3.11343754418662
7:131:3,ALGL,90,170,0.4,28,24,2,38.97109449679,4.41789233881099,0.706470507485232,8.75603496766579,1.47946131063741,2.11117671039874,3.84787460185366,2.30521369361334,2.02047406834541,2.54134458706943
2:268:33,ALGL,70,280,0.7,28,24,2,63.2430085727018,5.56601055480281,1.03221189553727,16.3445991912456,1.6831190699149,0.911912199007696,3.27144690584297,2.60285783022722,1.81362267720638,2.78717882652332
3:356:8,ALGL,60,260,0.8,24,21,1,58.6713481115832,4.27894996872578,0.835958330265666,13.6640282443968,1.3760200152257,0.742121645028141,2.47225660621173,2.36324296327615,1.41913176146025,2.73538037461664
3:268:6,ALGL,65,320,0.9,26,23,3,71.5428032240301,6.5115221148577,1.30351307988727,18.1562926954629,1.45415638556651,0.857959414920596,2.77529608206496,2.56089792834784,1.56051316840283,2.83560682429818
2:195:22,ALGL,85,250,0.6,32,24,2,56.904607210997,5.2200138605548,0.827499238876864,14.4284795062216,1.8590624606633,1.19192066819676,3.69994883255668,2.96735203686435,2.21517172987517,2.88545954645132
6:45:31,ALGL,50,250,0.7,28,23,2,55.9103634242767,5.36684773471599,1.28197181434447,15.623384129162,1.43673764095102,0.675728496999926,3.11783858833164,2.65680358649334,1.80039497327195,2.81267972707593
2:268:22,ALGL,65,300,0.75,28,24,3,67.2359965665171,6.67485751267123,1.36667614056439,18.7447827890664,1.67776468250941,0.857087700963278,3.20664247936697,2.64211956343491,1.78963323088226,2.81908886368586
1:154:8,ALGL,70,300,0.7,28,23,1,68.1267300142374,5.11432212312337,0.898437375793037,16.0575738970081,1.57565675135776,0.882320586690925,3.11783858833164,2.65680358649334,1.80039497327195,2.81267972707593
2:58:3,ALGL,60,330,0.8,26,24,1,74.467480295471,5.4309749603058,1.06102403456796,17.3428050794267,1.3760200152257,0.742121645028141,3.01321279229829,2.4455872970266,1.60812210019966,2.7558171458135
2:213:12,ALGL,85,300,0.65,32,25,2,68.2120468781389,6.00354702468359,0.940437173621118,17.2425058905566,1.86910540653579,1.1200545914683,3.78571759882721,2.96051444214459,2.19658322026709,2.89838972464863
7:98:9,ALGL,85,260,0.7,26,24,3,58.7829991827001,5.71884832386733,0.929015947149389,15.9047380627469,1.957473704385,1.10409144482752,3.13218544529833,2.37574004101157,1.65010456661502,2.69576311408553
3:199:7,ALGL,50,130,0.5,20,19,2,29.2052815758656,3.34324905760759,0.840698964912249,8.06672960973475,1.34437668798043,0.913646533249077,2.27348825854137,1.78901304138906,1.21055824131984,2.38236350345232
3:359:8,ALGL,60,170,0.6,20,19,2,38.3036500538672,3.78453214878623,0.812568128539023,10.3852986659659,1.57317417961478,0.885214282134688,2.15640412674566,1.86121196960302,1.16870178724864,2.45512117987293
3:213:17,ALGL,60,280,0.8,30,22,1,63.1845287355512,4.60809996632007,0.900262817209179,14.7151073401197,1.3760200152257,0.742121645028141,2.9703631604901,3.04202989267234,1.90133205029456,2.9943578989823
5:64:2,ALGL,50,220,0.8,24,20,1,49.3783913580492,3.78611429898125,0.841613098623542,12.0293170657615,1.26370006927699,0.629290975039289,2.33964323436318,2.41947765513795,1.40727236900713,2.76409036236628
2:290:5,ALGL,80,370,0.8,30,25,2,83.7463331333714,6.71862594340205,1.08528371287274,20.1916176380356,1.68642688462154,0.982544731231777,3.4319751173325,2.86025086314675,1.943600264298,2.91355351707951
3:232:7,ALGL,65,260,0.7,32,22,4,58.0854793246583,6.73836820099058,1.45154946104995,17.7125058287644,1.80925857179291,0.902417872272197,3.20686055194963,3.19970995386913,2.11829790850241,3.01542105045325
1:26:16,ALGL,75,300,0.8,26,22,1,68.1415548994632,4.72129714707816,0.766916011453908,15.1529380893005,1.53024458447992,0.900662392804816,2.73104419856159,2.55033514787805,1.5842342126635,2.8076123873805
3:113:5,ALGL,45,190,0.7,20,17,1,42.5882293035652,3.59956337509842,0.871029205251148,11.1676177484434,1.28115188720105,0.59299032736362,1.81857533845877,2.03051473659085,1.11294723000203,2.57902976609026
2:197:13,ALGL,60,240,0.6,26,24,2,54.0757412525185,5.3428689159335,1.14715500499627,14.6615981166578,1.57317417961478,0.885214282134688,3.27538258919038,2.29758434827758,1.69993453384411,2.62806139263801
7:289:3,ALGL,80,240,0.65,30,23,1,54.7683732563827,4.15533527268729,0.654100946447536,12.7476088539268,1.69884179139311,1.03101327924565,3.31723010536727,2.84636154765681,1.99426352183646,2.86611268131777
3:265:10,ALGL,60,300,0.8,26,24,3,67.0198755426406,6.57656414225794,1.42151011241246,18.5355167055935,1.55631868059081,0.789245270736118,3.01321279229829,2.4455872970266,1.60812210019966,2.7558171458135
3:196:22,ALGL,60,250,0.8,24,22,4,55.6202652580975,6.16306031567573,1.38842462522997,16.5042861570716,1.63678565418087,0.809391479094584,2.60569375637929,2.31084247357773,1.4305324129223,2.70828398782065
7:95:27,ALGL,45,200,0.75,22,19,3,44.3396916160816,4.87257039452931,1.29230788999036,13.5438073463648,1.41318197292736,0.614255019446139,2.13758678885477,2.19695467820438,1.26408346131326,2.65882524318935
3:20:14,ALGL,60,310,0.8,28,23,2,69.5781079021667,5.94901035637429,1.22692283127098,17.7674321684016,1.46986678806487,0.767011210502204,2.99941088506889,2.7349141697575,1.75458877224142,2.8753383326069
1:8:24,ALGL,50,260,0.8,24,21,2,58.042459349798,5.21751322349116,1.22435518755382,15.5041945148594,1.349886441587,0.650396381451311,2.47225660621173,2.36324296327615,1.41913176146025,2.73538037461664
1:114:9,ALGL,60,200,0.7,28,21,1,45.212920779137,3.52113690379923,0.700237988623668,11.0152571581493,1.4645526391483,0.771026343453788,2.81325420182169,2.7758920030973,1.77244318369071,2.86797334564259
1:142:8,ALGL,60,80,0.3,28,23,2,18.1941676413641,2.64400226043383,0.640120709300036,3.6772918117779,0.847442756065745,2.56520158028724,3.98627169232362,2.21059145253375,2.12025116872782,2.44570523616504
4:308:9,ALGL,70,380,0.8,28,26,2,85.6758138332535,7.06123290061343,1.28644147859092,21.1660880601126,1.58137404303734,0.8777258870525,3.44511236822328,2.57797893639076,1.7919817154161,2.80087943362407
7:53:2,ALGL,50,220,0.7,24,21,4,48.7704894216098,6.067018570484,1.58302543819115,15.8362207505533,1.5998943432325,0.713065050633388,2.56987033202945,2.29574750462605,1.45618034844695,2.67577169555212
3:254:18,ALGL,65,230,0.8,26,20,2,51.7440109910264,4.33757296371735,0.840340300525881,12.980203116526,1.52653431504346,0.823107678831659,2.45219495432575,2.67022913675744,1.55847502187159,2.86546550366142
2:87:17,ALGL,60,270,0.75,28,23,1,60.9808367028924,4.58917519730516,0.904105068000657,14.573175741661,1.42833038348491,0.750988750963448,3.05607700473367,2.69687904216624,1.77658049459547,2.84488172063415
2:187:32,ALGL,50,240,0.8,24,20,1,53.8673360269627,4.13030650797954,0.918123380316592,13.1228913444671,1.26370006927699,0.629290975039289,2.33964323436318,2.41947765513795,1.40727236900713,2.76409036236628
3:44:4,ALGL,60,230,0.7,26,21,3,51.4742523053713,5.39379822803623,1.18675460414661,14.8925998362033,1.65645165462307,0.819985374716821,2.69349743965958,2.53367575620001,1.61263785914874,2.77390768177144
5:59:20,ALGL,43,180,0.8,16,17,1,40.2199244538774,3.22918301663943,0.789005162875174,10.2117026068626,1.1788420070568,0.546959578468357,1.53471400083661,1.58780535471558,0.81605956698201,2.38459989234051
2:228:10,ALGL,75,200,0.6,24,21,1,45.6038070314899,3.65132358169085,0.617464301619993,10.7674456147135,1.63779553926006,1.03946226935901,2.68735957337432,2.2202233591097,1.50015417926398,2.60857204101168
7:284:10,ALGL,75,360,0.8,28,25,1,81.7698658793559,5.66555657649379,0.92029921374469,18.1835257071606,1.53024458447992,0.900662392804816,3.29576106116909,2.62717760958416,1.77993375690126,2.82448679870218
2:401:19,ALGL,45,190,0.7,20,20,1,42.5882293035652,3.59956337509842,0.871029205251148,11.1676177484434,1.28115188720105,0.59299032736362,2.18518349367794,1.87752646741778,1.14449662857742,2.49087540667844
3:197:5,ALGL,60,330,0.9,26,23,1,74.3496515663428,5.12975484595701,0.988075513273659,16.1741854147959,1.23796606848147,0.751752555385409,2.77529608206496,2.56089792834784,1.56051316840283,2.83560682429818
6:119:11,ALGL,75,260,0.7,28,23,0,59.5406732730387,3.64997973263073,0.566067171271551,12.4213481041127,1.50643886834634,0.899935451802667,3.11783858833164,2.65680358649334,1.80039497327195,2.81267972707593
2:178:26,ALGL,52,210,0.8,22,19,2,46.9349232535864,4.17155178014724,0.953479065970967,12.410298879403,1.37468926444672,0.674188480374467,2.09795141691111,2.22793917924844,1.24843577599975,2.68728997975391
2:153:8,ALGL,50,270,0.7,24,23,1,60.7096696144984,4.97077217757476,1.12475507100967,15.471816186977,1.34500606900543,0.653801061731076,2.84810412191749,2.19725774531865,1.47914460877792,2.6241836639792
7:45:3,ALGL,60,270,0.7,26,24,0,61.4279598984412,3.9637353483218,0.73933815059366,13.4211261378309,1.35461354059489,0.741522665147708,3.13218544529833,2.37574004101157,1.65010456661502,2.69576311408553
1:33:4,ALGL,75,260,0.65,28,24,1,59.2211528522797,4.54934307228921,0.760214493208342,13.9397379366537,1.64664316665238,0.976788572023845,3.34251553539431,2.56133492306074,1.83974902476281,2.75330524037248
2:228:9,ALGL,65,220,0.6,26,23,1,49.9547802657603,4.12764856704998,0.788607807292531,12.1346110691861,1.52950949729125,0.91912957560109,3.12158947464134,2.34520313245151,1.68753601732565,2.65210647061508
3:61:61,ALGL,30,80,0.6,14,12,2,17.6571763497381,2.17272901042878,0.705547812879693,5.82964986525574,1.14479033040628,0.461715339800965,1.04060508245863,1.49675424043881,0.685294528198291,2.30714842559239
7:11:4,ALGL,35,150,0.75,20,15,1,33.3401886170258,2.95793975394188,0.816908531674551,9.23654244273631,1.1141643837445,0.454974971672906,1.54745420031554,2.18931654180028,1.07483587336855,2.67937083777589
3:385:47,ALGL,30,80,0.4,16,14,2,17.7537703562719,2.72395818796838,0.945963776936708,5.23630522063731,0.885830722248907,0.780927901048222,1.50675816309571,1.50008690559633,0.902230402344609,2.21712531260674
7:59:26,ALGL,40,130,0.6,16,16,4,28.6877680553927,4.13951998151431,1.26617479936646,10.0623308892355,1.45197445450275,0.643019014023135,1.55778668688186,1.53594655731974,0.853702315294565,2.30374826609324
3:154:9,ALGL,30,140,0.7,16,15,2,30.8360565063261,3.50632703487722,1.11330351640931,10.0307328676392,1.13843268067703,0.415644196548705,1.38490811894883,1.63837534153864,0.819529872185522,2.39595903545416
3:7:18,ALGL,40,160,0.7,18,17,1,35.7381932681266,3.13648253297304,0.813482773874962,9.69339781189458,1.21387318765171,0.530747189601525,1.70951001889713,1.7833349351319,0.973046897886066,2.45960566054772
3:177:6,ALGL,40,170,0.8,18,16,2,37.6998727658059,3.63246909327926,0.977050882974935,10.7177421007048,1.21827774281249,0.527983314478422,1.53568550480294,1.89019982379638,0.938453480210266,2.54723226988709
3:302:11,ALGL,20,100,0.8,14,12,3,21.618003053007,3.08729486287063,1.19554494281626,8.37056339155393,0.94555404252915,0.275051736039241,0.957312454594812,1.59317030512154,0.648282186167195,2.41930390476988
6:29:22,ALGL,40,220,0.8,20,19,1,49.0518557735306,4.03140580381713,1.02718026919776,12.718019682111,1.14049420792818,0.510850220339786,1.98380015864985,1.98110522181582,1.10558091220572,2.57446993494784
2:37:17,ALGL,30,100,0.9,12,11,3,21.8491561572489,2.52609054972818,0.814177720688286,6.87335747917102,1.01890023685771,0.417001573752497,0.765985658206799,1.40960665662394,0.512902554321713,2.34472162720621
3:251:21,ALGL,40,80,0.6,12,12,2,17.8098913125614,1.98300239958349,0.55528194859574,5.37590351055884,1.30390257413409,0.609350116798282,0.950578915704746,1.23786149053776,0.563015183811222,2.15253132112166
